field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
deformity_type,spine_service_6f6d,,text,"Deformity Type ",,,,,,,"[spine_inj_type] = '6'",,,,,,
other_diagnosis,spine_service_6f6d,,text,"Other Diagnosis",,,,,,,"[spine_inj_type] = '7'",,,,,,
diagnosis_v2,spine_service_6f6d,,text,diagnosis,,,,,,,,,,,,,"Automatically populated - DO NOT EDIT OR FILL"
nonselect_spine_peds,peds_service,,descriptive,"IF YOU ARE UNABLE TO EDIT PATIENT ON THIS FORM - IT IS BECAUSE ""<span style=color:#FF33BB>(SERVICE LIST) PEDS</span>"" WAS NOT SELECTED ON THE FIRST DEMOGRAPHICS PAGE!",,,,,,,"[service_list(2)] = '0'",,,,,,
demographics_spine_peds,peds_service,,descriptive,"<span style=color:#000FDA>Name</span>: . . . . . . . . . [patient_last], [patient_first]
<span style=color:#000FDA>Gender</span>: . . . . . . . .[gender]
<span style=color:#000FDA>Date of Birth</span>: . . . [dob]
<span style=color:#000FDA>Age</span>: . . . . . . . . . . . [age]
<span style=color:#000FDA>Hospital Day</span>: . . . [hd]
<span style=color:#000FDA>Room #</span>: . . . . . . . .[room]",,,,,,,"[service_list(6)] = '1'",,,,,,
grey_list_peds,peds_service,,yesno,"Is this patient on the GREY LIST?",,"Grey Listed patients will appear on the bottom of patient report with grey background",,,,,,,RH,,,,
peds_height_cm,peds_service,,text,"Height (cm)",,,number,,,,"[service_list(6)] = '1'",,,,,,
peds_weight_kg,peds_service,,text,"Weight (kg)",,,number,,,,"[service_list(6)] = '1'",,,,,,
peds_race_ethnicity,peds_service,,checkbox,Race/Ethnicity,"1, White | 2, Hispanic or Latino | 3, African American | 4, Native American | 5, Asian/Pacific Islander | 6, Other",,,,,,"[service_list(6)] = '1'",,,,,,
peds_inj_category,peds_service,,checkbox,"Injury Category","1, Shoulder | 2, Supracondylar Humerus Frx | 3, Lateral Condyle Elbow Frx | 4, Other Elbow Frx | 5, Monteggia Frx | 6, Forearm Frx | 7, Femur Frx | 8, Peri-Articular Knee Frx | 9, Tibia Frx | 10, Physeal Frx | 11, Ankle Frx | 12, Foot Frx | 13, Pelvis/Acetabulum Frx | 14, Spine Injury | 15, Hip Preservation | 16, Infection | 17, Readmission | 100, Other",,,,,,"[service_list(6)] = '1'",y,,,,,
peds_trauma_inj,peds_service,,notes,"Trauma Injuries",,,,,,,"[service_list(6)] = '1'",,,,,,
peds_spine_notes,peds_service,,notes,"Spine Notes",,,,,,,"[service_list(6)] = '1'",,,,,,
peds_tx_method,peds_service,,checkbox,"Treatment Method","1, CRPP | 2, ORPP | 3, ORIF | 4, Rigid IMN | 5, Flexible IMN | 6, CR/splint or cast | 7, Ex-Fix | 8, I&D | 9, Other",,,,,,"[service_list(6)] = '1'",,,,,,
abx_peds,peds_service,,text,Antibiotics:,,,,,,,"[service_list(6)] = '1'",,,,,,
dvt_ppx_peds,peds_service,,dropdown,"DVT Prophylaxis","1, Lovenox, TED/SCD | 2, Lovenox | 3, Heparin SQ, TED/SCD | 4, Heparin Drip | 5, Theraputic Lovenox | 6, ASA | 7, Pepcid | 8, IVC Filter | 100, Other",,,,,,"[service_list(6)] = '1'",,,,,,
dvt_ppx_other_peds,peds_service,,text,"DVT Prophylaxis (Other):",,,,,,,"[service_list(6)] = '1' AND [dvt_ppx_peds] = '100'",,,,,,
precautions_peds,peds_service,,dropdown,Precautions:,"1, As Tolerated | 2, Bed Flat | 3, Bed Rest < 30 | 4, None",,,,,,"[service_list(6)] = '1'",,,,,,
notes_spine_peds,peds_service,,notes,"Notes / To Do:",,,,,,,"[service_list(6)] = '1'",,,,,,
lbj_grey_list,lbj_service,,yesno,"Is this patient on the grey list?",,,,,,,,,,,,,
lbj_joints,lbj_service,,radio,"Is this a joints patient?","1, Yes - Hip | 2, Yes - Knee | 3, No",,,,,,,,,,,,
lbj_hip_knee,lbj_service,,radio,"Hip or Knee?","1, Hip | 2, Knee",,,,,,"[lbj_joints] = '1'",,,,,,
lbj_antibiotics,lbj_service,,notes,Antibiotics,,,,,,,,,,,,,
lbj_implants,lbj_service,,notes,Implants,,,,,,,,,,,,,
lbj_dvt_prophylaxis,lbj_service,,dropdown,"DVT prophylaxis (exactly the same as spine)",,,,,,,,,,,,,
lbj_drain_amt,lbj_service,,notes,"Drain Amount",,,,,,,,,,,,,
lbj_culture,lbj_service,,notes,Cultures,,,,,,,,,,,,,
lbj_pt_ot,lbj_service,,yesno,"PT/OT Clearance",,,,,,,,,,,,,
resident_link_2014,link_to_resident_or_fellow,,checkbox,"Which <span style=color:#FF0000>Resident(s)</span> were involved with this patient's surgeries?","1, Dick Blalock | 2, Ryan Blalock | 3, Houston Braly | 4, Zackary Byrd | 5, Gregory Catlett | 6, David Doherty | 7, John Eager | 8, Tagg Gauvain | 9, Braden Hartline | 10, John Heydemann | 11, Jacob Hoffman | 12, Geoff Konopka | 13, Benjamin Lindbloom | 14, Adrianne Morse | 15, Grant Muller | 16, Zayde Radwan | 17, James Shaw | 18, Camden Tissue | 19, Chandra Vemulapalli | 20, Matthew Young | 21, Matthew Weldon","Summer 2014 - Summer 2015",,,,,,,,,,,
fellow_link_2014,link_to_resident_or_fellow,,checkbox,"Which <span style=color:#00A930>Fellow(s)</span> were involved in this patients surgeries?","1, Jeffrey Brewer | 2, Jason Davis | 3, Patrick Schottel","Summer 2014 - Summer 2015",,,,,"[resident_link_2014(1)] = '1' and [resident_link_2014(2)] = '1' and [resident_link_2014(3)] = '1' and [resident_link_2014(4)] = '1' and [resident_link_2014(5)] = '1' and [resident_link_2014(6)] = '1' and [resident_link_2014(7)] = '1' and [resident_link_2014(8)] = '1'",,,,,,
fellow_link_2015,link_to_resident_or_fellow,,checkbox,"Which <span style=color:#00A930>Fellow(s)</span> were involved in this patients surgeries?","1, Cory Czajka | 2, John Hagedorn | 3, Ryan Taylor","Summer 2014 - Summer 2015",,,,,,,,,,,
pt_id,mm_submission_form,,text,"Medical Record Number
(If different than) [mrn]",,,,,,,,,,,,,
mrn_type,mm_submission_form,,checkbox,"Medical Record Number Location","ALL, Allscripts | MHH, MHH",,,,,,,y,,,,,
secondary_mrn,mm_submission_form,,text,"Secondary MRN",,,,,,y,"[mrn_type(ALL)] = '1' and [mrn_type(MHH)] = '1'",,RH,,,,
patient_initials,mm_submission_form,,text,"Patient Initials",,,,,,,,y,,,,,
dob_mm,mm_submission_form,,text,"Patient DOB
(If different than) [dob] ([age])",,,date_ymd,,,,,,,,,,
service,mm_submission_form,,dropdown,"Sub-Specialty Service","1, Trauma | 2, Pediatrics | 3, Joints | 4, Foot and Ankle | 5, Sports | 6, Spine | 7, Oncology | 8, Other | 9, N/A",,,,,,,y,,,,,
sub_specialty_other,mm_submission_form,,text,"Sub-Specialty Other",,,,,,,"[service] = 'Other'",,,,,,
attending_surgeon,mm_submission_form,,dropdown,"Attending Surgeon","1, Achor, Tim | 2, Adickes, Mark | 3, Burgess, Andy | 4, Choo, Andrew | 5, Clyburn, Terry | 6, Flores, Steven | 7, Gary, Josh | 8, Harvin, William | 9, Koepplinger, Matt | 10, Lowe, Walter | 11, Mansour, Alfred | 12, Marco, Rex | 13, Martin, Stacey | 14, McGarvey, William | 15, Munz, John | 16, Prasarn, Mark | 17, Routt, Milton ""Chip"" | 18, Younas, Shiraz | 19, Other",,,,,,,y,RH,,,,
attending_surgeon_other,mm_submission_form,,text,"Attending surgeon other",,,,,,,"[attending_surgeon] = 'Other'",,,,,,
date_of_treatment,mm_submission_form,,text,"Date of Initial Treatment",,,date_ymd,,,,,,,,,,
presenting_diagnosis,mm_submission_form,,text,"Presenting Diagnosis",,,,,,,,,,,,,
initial_treatment,mm_submission_form,,notes,"Initial Treatment",,,,,,,,,,,,,
complication,mm_submission_form,,checkbox,Complication,"1, DVT | 2, PE | 3, UTI | 4, Non-union | 5, Malunion | 6, Loss of reduction | 14, Implant Failure | 7, Superficial Infection | 8, Deep Infection / Osteomyelitis | 9, Re-admission | 10, Neurovascular Injury | 11, Delay in Diagnosis | 12, Death | 13, Other",,,,,,,y,,,,,
dvt_preventable,mm_submission_form,,radio,"<span style=""color:#8A2908"">DVT</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(1)] = '1'",,RH,,,,
dvt_date,mm_submission_form,,text,"<span style=""color:#8A2908"">DVT</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(1)] = '1'",,,,,,
dvt_treatment,mm_submission_form,,notes,"<span style=""color:#8A2908"">DVT</span> - Treatment",,,,,,,"[complication(1)] = '1'",,,,,,
dvt_scale,mm_submission_form,,dropdown,"<span style=""color:#8A2908""> DVT</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(1)] = '1'",,,,,,
pe_preventable,mm_submission_form,,radio,"<span style=""color:#0B2191"">PE </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(2)] = '1'",,RH,,,,
pe_date,mm_submission_form,,text,"<span style=""color:#0B2191"">PE </span>- Date of Diagnosis",,,date_ymd,,,,"[complication(2)] = '1'",,,,,,
pe_treatment,mm_submission_form,,notes,"<span style=""color:#0B2191"">PE </span>- Treatment",,,,,,,"[complication(2)] = '1'",,,,,,
pe_scale,mm_submission_form,,dropdown,"<span style=""color:#0B2191""> PE </span>- Complication Grade <span style=""color:#FF0000"">(Grade IV)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(2)] = '1'",,,,,,
uti_preventable,mm_submission_form,,radio,"<span style=""color:#868A08"">UTI </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(3)] = '1'",,RH,,,,
uti_date,mm_submission_form,,text,"<span style=""color:#868A08"">UTI</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(3)] = '1'",,,,,,
uti_treatment,mm_submission_form,,notes,"<span style=""color:#868A08"">UTI </span>- Treatment",,,,,,,"[complication(3)] = '1'",,,,,,
uti_scale,mm_submission_form,,dropdown,"<span style=""color:#868A08""> UTI </span>- Complication Grade <span style=""color:#FF0000"">(Grade I)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(3)] = '1'",,,,,,
nonunion_preventable,mm_submission_form,,radio,"<span style=""color:#6A0888"">Non-Union </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(4)] = '1'",,RH,,,,
nonunion_date,mm_submission_form,,text,"<span style=""color:#6A0888"">Non-Union</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(4)] = '1'",,,,,,
nonunion_treatment,mm_submission_form,,notes,"<span style=""color:#6A0888"">Non-Union </span>- Treatment",,,,,,,"[complication(4)] = '1'",,,,,,
nonunion_scale,mm_submission_form,,dropdown,"<span style=""color:#6A0888""> Non-Union</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(4)] = '1'",,,,,,
malunion_preventable,mm_submission_form,,radio,"<span style=""color:#0B610B"">Mal-Union</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(5)] = '1'",,RH,,,,
malunion_date,mm_submission_form,,text,"<span style=""color:#0B610B"">Mal-Union </span>- Date of Diagnosis",,,date_ymd,,,,"[complication(5)] = '1'",,,,,,
malunion_treatment,mm_submission_form,,notes,"<span style=""color:#0B610B"">Mal-Union </span>- Treatment",,,,,,,"[complication(5)] = '1'",,,,,,
malunion_scale,mm_submission_form,,dropdown,"<span style=""color:#0B610B""> Mal-Union </span>- Complication Grade <span style=""color:#FF0000"">(Grade II)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(5)] = '1'",,,,,,
reduction_preventable,mm_submission_form,,radio,"<span style=""color:#FF69B4"">Loss of Reduction</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(6)] = '1'",,RH,,,,
reduction_date,mm_submission_form,,text,"<span style=""color:#FF69B4"">Loss of Reduction </span>- Date of Diagnosis",,,date_ymd,,,,"[complication(6)] = '1'",,,,,,
reduction_treatment,mm_submission_form,,notes,"<span style=""color:#FF69B4"">Loss of Reduction </span>- Treatment",,,,,,,"[complication(6)] = '1'",,,,,,
reduction_scale,mm_submission_form,,dropdown,"<span style=""color:#FF69B4"">Loss of Reduction</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(6)] = '1'",,,,,,
implant_preventable,mm_submission_form,,radio,"<span style=""color:#0123BB"">Implant Failure</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(14)] = '1'",,RH,,,,
implant_date,mm_submission_form,,text,"<span style=""color:#0123BB"">Implant Failure</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(14)] = '1'",,,,,,
implant_treatment,mm_submission_form,,notes,"<span style=""color:#0123BB"">Implant Failure</span> - Treatment",,,,,,,"[complication(14)] = '1'",,,,,,
implant_scale,mm_submission_form,,dropdown,"<span style=""color:#0123BB"">Implant Failure</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(14)] = '1'",,,,,,
superficial_preventable,mm_submission_form,,radio,"Superficial Infection - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(7)] = '1'",,RH,,,,
superficial_date,mm_submission_form,,text,"Superficial Infection - Date of Diagnosis",,,date_ymd,,,,"[complication(7)] = '1'",,,,,,
superficial_treatment,mm_submission_form,,notes,"Superficial Infection - Treatment",,,,,,,"[complication(7)] = '1'",,,,,,
superficial_scale,mm_submission_form,,dropdown,"Superficial Infection - Complication Grade <span style=""color:#FF0000"">(Grade II)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(7)] = '1'",,,,,,
deepinfection_preventable,mm_submission_form,,radio,"<span style=""color:#6495ED"">Deep Infection / Osteomyelitis</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(8)] = '1'",,RH,,,,
deepinfection_date,mm_submission_form,,text,"<span style=""color:#6495ED"">Deep Infection / Osteomyelitis</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(8)] = '1'",,,,,,
deepinfection_treatment,mm_submission_form,,notes,"<span style=""color:#6495ED"">Deep Infection / Osteomyelitis</span> - Treatment",,,,,,,"[complication(8)] = '1'",,,,,,
deepinfection_scale,mm_submission_form,,dropdown,"<span style=""color:#6495ED"">Deep Infection / Osteomyelitis</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(8)] = '1'",,,,,,
readmission_preventable,mm_submission_form,,radio,"<span style=""color:#3CB371"">Readmission </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(9)] = '1'",,RH,,,,
readmission_date,mm_submission_form,,text,"<span style=""color:#3CB371"">Readmission </span>- Date of Diagnosis",,,date_ymd,,,,"[complication(9)] = '1'",,,,,,
readmission_treatment,mm_submission_form,,notes,"<span style=""color:#3CB371"">Readmission </span>- Treatment",,,,,,,"[complication(9)] = '1'",,,,,,
readmission_scale,mm_submission_form,,dropdown,"<span style=""color:#3CB371"">Readmission</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(9)] = '1'",,,,,,
neuro_preventable,mm_submission_form,,radio,"<span style=""color:#CD853F"">Neurovascular Injury</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(10)] = '1'",,RH,,,,
neuro_date,mm_submission_form,,text,"<span style=""color:#CD853F"">Neurovascular Injury </span>- Date of Diagnosis",,,date_ymd,,,,"[complication(10)] = '1'",,,,,,
neuro_treatment,mm_submission_form,,notes,"<span style=""color:#CD853F"">Neurovascular Injury </span>- Treatment",,,,,,,"[complication(10)] = '1'",,,,,,
neuro_scale,mm_submission_form,,dropdown,"<span style=""color:#CD853F"">Neurovascular Injury</span> - Complication Grade <span style=""color:#FF0000"">(Grade III)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(10)] = '1'",,,,,,
delay_diag_preventable,mm_submission_form,,radio,"<span style=""color:#FF8F8F"">Delayed Diagnosis </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(11)] = '1'",,RH,,,,
delay_diag_treatment,mm_submission_form,,notes,"<span style=""color:#FF8F8F"">Delayed Diagnosis </span>- Treatment",,,,,,,"[complication(11)] = '1'",,,,,,
delay_diag_date,mm_submission_form,,text,"<span style=""color:#FF8F8F"">Delayed Diagnosis</span> - Date of Diagnosis",,,date_ymd,,,,"[complication(11)] = '1'",,,,,,
delay_diag_scale,mm_submission_form,,dropdown,"<span style=""color:#FF8F8F"">Delayed Diagnosis </span>- Complication Grade <span style=""color:#FF0000"">(Grade I)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(11)] = '1'",,,,,,
death_preventable,mm_submission_form,,radio,"<span style=""color:#FF0000"">Death </span>- Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication(12)] = '1'",,RH,,,,
death_treatment,mm_submission_form,,notes,"<span style=""color:#FF0000"">Death </span>- Cause of Death",,,,,,,"[complication(12)] = '1'",,,,,,
death_date,mm_submission_form,,text,"<span style=""color:#FF0000"">Death </span>- Date of Death",,,date_ymd,,,,"[complication(12)] = '1'",,,,,,
death_scale,mm_submission_form,,dropdown,"<span style=""color:#FF0000"">Death </span>- Complication Grade <span style=""color:#FF0000"">(Grade V)","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication(12)] = '1'",,,,,,
complication_other,mm_submission_form,,text,"Complication Other",,,,,,,"[complication(13)] = '1'",y,,,,,
comp_other_preventable,mm_submission_form,,radio,"<span style=""color:#CF7C00"">[complication_other]</span> - Was it Preventable?","1, Non-Preventable | 2, Potentially | 3, Preventable",,,,,,"[complication_other] <> """"",,RH,,,,
comp_other_treatment,mm_submission_form,,notes,"<span style=""color:#CF7C00"">[complication_other]</span> - Treatment",,,,,,,"[complication_other] <> """"",,,,,,
comp_other_date,mm_submission_form,,text,"<span style=""color:#CF7C00"">[complication_other]</span> - Date of Diagnosis",,,date_ymd,,,,"[complication_other] <> """"",,,,,,
comp_other_scale,mm_submission_form,,dropdown,"<span style=""color:#CF7C00"">[complication_other]</span> - Complication Grade <span style=""color:#FF0000"">","1, I | 2, II | 3, III | 4, IV | 5, V","Modified Dindo-Clavien Complication Chart",,,,,"[complication_other] <> """"",,,,,,
classification_explanation,mm_submission_form,,descriptive,"Classification Explanation",,,,,,,,,,,,,
most_recent_follow_up,mm_submission_form,,text,"Date of Most Recent Follow Up",,,date_mdy,,,,,,RH,,,,
treatment_results,mm_submission_form,,notes,"Treatment Results
",,,,,,,,,,,,,
pictures,mm_submission_form,,file,"Pictures
</strong><span style=""color:#DD0000""><em>     DE-IDENTIFY ALL IMAGES</em>",,,,,,,,,,,,,
fracture_1,fracture,"________________________________________ Fracture Information________________________________________    Instructions:    Complete a Fracture Data Collection Form for each fracture meeting registry inclusion criteria. ",text,"Fracture Number",,,number,1,1,,,,,,,,
fracture_registry_total,fracture,,text,"Total # of Fractures:

(Note: That meets registry criteria.)",,"Input Total # of Fractures",,,,,,,,,,,
injury_side,fracture,,radio,"Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_other,fracture,,text,"Other (Please specify):",,,,,,,"[injury_side] = '3'",,,,,,
amputation_discharge,fracture,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level,fracture,,radio,"Major Amputation Level at Discharge: ","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge] = '1'",,,,,,
amputation_level_other,fracture,,text,"Other (Please specify):",,"Major Amp. Level at Discharge",,,,,"[amputation_level] = '11'",,,,,,
amputation_type,fracture,,radio,"Initial Amputation Type:","0, Surgical amputation | 1, Traumatic amputation | 2, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other,fracture,,text,"Other (Please specify):",,"Initial Amp. Type",,,,,"[amputation_type] = '2'",,,,,,
gustilo_class,fracture,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other,fracture,,text,"Other (Please specify",,,,,,,"[gustilo_class] = '7'",,,,,,
ota_class,fracture,,text,"AO/OTA Classification Numeric:",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha,fracture,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss,fracture,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class] > '1'",,,,,,
bone_loss_other,fracture,,text,"Other (Please specify):",,"Bone Loss",,,,,"[gustilo_class] > '1' and [bone_loss]= '4'",,,,,,
muscle,fracture,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class] > '1'",,,,,,
muscle_other,fracture,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class] > '1' and [muscle] = '4'",,,,,,
skin,fracture,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class] > '1'",,,,,,
skin_other,fracture,,text,"Other (Please specify):",,,,,,,"[gustilo_class] > '1' and [skin] = '3'",,,,,,
arterial,fracture,,radio,Arterial,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class] > '1'",,,,,,
arterial_other,fracture,,text,"Other (Please specify):",,,,,,,"[gustilo_class] > '1' and [arterial] = '3'",,,,,,
contamination,fracture,,radio,Contamination,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class] > '1'",,,,,,
contamination_other,fracture,,text,"Other (Please specify):",,,,,,,"[gustilo_class] > '1' and [contamination] = '3'",,,,,,
median_complete,fracture,"Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):",checkbox,"Median Complete","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
median_ain,fracture,,checkbox,"Median AIN","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
ulnar,fracture,,checkbox,Ulnar,"0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
radial_complete,fracture,,checkbox,"Radial Complete","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
radial_superficial,fracture,,checkbox,"Radial Superficial","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
radial_pin,fracture,,checkbox,"Radial PIN","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
obturator,fracture,,checkbox,Obturator,"0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
sciatic,fracture,,checkbox,Sciatic,"0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
femoral,fracture,,checkbox,Femoral,"0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
tibial,fracture,,checkbox,Tibial,"0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
peroneal_common,fracture,,checkbox,"Common Peroneal","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
peroneal_deep,fracture,,checkbox,"Deep Peroneal","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
peroneal_superficial,fracture,,checkbox,"Superficial Peroneal","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
plantar_medial,fracture,,checkbox,"Medial Plantar","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
plantar_lateral,fracture,,checkbox,"Lateral Plantar","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
plexus_brachial,fracture,,checkbox,"Brachial Plexus","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
plexus_lumbar,fracture,,checkbox,"Lumbar Plexus","0, Yes | 1, No | 2, UTA | 3, N/A",,,,,,"[gustilo_class] > '1'",,,,nerve_abnormality,,
final_fixation,fracture,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (Check all that apply:)","0, Ex-fix (exclude temporary devices) | 1, IMN | 2, Plate | 4, Interfrag Screws | 5, TITS Screw | 6, Cannulated Screws | 7, Sacral Screw | 14, Syndesmotic Screw | 8, CMN | 9, Arthroplasty | 10, K-Wires | 11, Amputation | 13, Bone Graft | 12, Nonop | 3, Other",,,,,,,,,,,,
fixation_other,fracture,,text,"Other (Please specify):",,"Describe the discharge method.",,,,,"[final_fixation(3)] = '1'",,,,,,
discharge_closure,fracture,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (Check all that apply:)","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other",,,,,,,,,,,,
discharge_other,fracture,,text,"Other (Please specify):",,"Describe the discharge procedures.",,,,,"[discharge_closure(7)] = '1'",,,,,,
fracture_number_2,fracture_2,,text,"Fracture Number",,,number,2,2,,,,,,,,
